1	a0072C12	1735	156939
1	a0030I21	10963	150408
1	a0026M18	11085	171025
1	a0066B13	14886	156939
1	a0025B14	14892	156893
1	b0011C17	17509	155478
1	b0024F22	17649	141882
1	a0061C04	20346	177581
1	a0033O09	20368	167928
1	a0030M07	28461	190103
1	a0037O17	29527	200918
1	a0072J08	29527	177581
1	a0057G02	32753	193107
1	a0035F03	40937	188570
1	a0017A12	46456	190110
1	b0005J12	61150	223463
1	b0052P14	61157	215396
1	a0042D04	81675	235495
1	a0057B07	81675	235495
1	a0007K02	86812	264574
1	a0030F13	121561	270033
1	a0001F20	121696	277729
1	b0021E19	161901	298632
1	b0016K13	172284	298632
1	a0006E24	190111	329410
1	a0031B08	201175	347294
1	b0051L07	245509	376728
1	b0028E08	247723	376735
1	a0017E15	264581	438885
1	a0036A21	278088	431198
1	a0057I10	303195	442088
1	b0023N08	308258	443581
1	b0024J24	315144	439320
1	b0034K09	315532	443587
1	b0036K19	320660	455959
1	b0108I06	322160	447517
1	a0002K07	329418	497174
1	a0057C02	329447	497587
1	a0011A08	341812	497174
1	a0027H13	341812	497582
1	b0012G03	363459	492092
1	b0095J01	415828	547707
1	a0037O10	416576	577204
1	a0066L19	438893	593530
1	b0122N15	447527	579219
1	a0031H22	483522	649960
1	b0077I15	502294	652718
1	a0040C13	577521	737201
1	b0102K09	598328	726894
1	b0092E07	598335	716396
1	b0021H04	606438	722967
1	b0032H19	614061	740498
1	a0009F12	719003	883583
1	a0043F13	727665	870844
1	a0015J18	728281	904589
1	a0070F12	728287	885378
1	a0005C10	737209	921634
1	a0024M12	737209	903583
1	a0010G19	739684	906692
1	a0030P03	741358	919013
1	a0015N05	748987	883590
1	a0060C20	752592	928466
1	a0051I19	753292	919013
1	a0071F13	766921	906916
1	b0013L08	837421	976554
1	b0013H23	847309	976459
1	b0095L23	849071	986675
1	b0045P08	849324	975220
1	a0072P22	860929	1037942
1	a0048K04	861325	1026377
1	b0020J05	870171	1003075
1	a0034N02	883591	1052075
1	a0053J14	906695	1067355
1	a0056M10	909371	1052232
1	a0032A01	919022	1067355
1	a0005D14	920096	1074270
1	a0053B14	921642	1078511
1	b0029A01	927008	1066218
1	b0115E02	933238	1071221
1	b0108A22	976476	1111075
1	b0114D10	986681	1115222
1	b0114H12	1013332	1149846
1	a0025O10	1013470	1190168
1	a0063N13	1013470	1148491
1	a0071K15	1051229	1194364
1	b0112L09	1055659	1183395
1	b0119N16	1058802	1183395
1	a0054P14	1077658	1243163
1	a0033A10	1093439	1231754
1	a0018B22	1151476	1310822
1	a0062B16	1154752	1243163
1	a0049E12	1160343	1314802
1	b0044G05	1170008	1314732
1	a0049F06	1171879	1314909
1	a0005K03	1172175	1354222
1	a0051O20	1174228	1356529
1	a0038D13	1175025	1356526
1	a0017J17	1212206	1349024
1	a0050L04	1212206	1356529
1	a0043C05	1214341	1356530
1	a0066I06	1214341	1362325
1	b0079E11	1227639	1372190
1	b0021H16	1235996	1352730
1	b0014G12	1236002	1359000
1	a0070D12	1239159	1424128
1	a0032C10	1248039	1416654
1	b0003D11	1250440	1352730
1	a0038P04	1252326	1400274
1	a0036K03	1276756	1424525
1	a0039B13	1276756	1445397
1	a0026E03	1279162	1416654
1	a0061M11	1279162	1424526
1	b0092N13	1354569	1493443
1	b0122H15	1361691	1499919
1	a0071B12	1362267	1400274
1	b0015L12	1373153	1499919
1	b0060I06	1376221	1515496
1	b0018O01	1396612	1518262
1	a0011L22	1402163	1571015
1	a0011M13	1404251	1538123
1	a0011M14	1404251	1538123
1	a0021N13	1405826	1571015
1	a0063D17	1405832	1538136
1	a0006I10	1416661	1513859
1	a0071O23	1424536	1536363
1	b0112P23	1426325	1554488
1	b0063E10	1436054	1533445
1	a0001J19	1444570	1598649
1	a0042K01	1444570	1536365
1	a0046K10	1445569	1591202
1	b0080P18	1470035	1597184
1	a0009E22	1496439	1639066
1	a0065M09	1497623	1649430
1	a0030A14	1513861	1663712
1	a0004G07	1522193	1663712
1	b0034P24	1535731	1604267
1	a0040B22	1536373	1695376
1	b0116M03	1572852	1667001
1	a0052N06	1614829	1763133
1	b0088J11	1641814	1697726
1	a0013P03	1658992	1797070
1	b0034B22	1662441	1786208
1	a0040H03	1666020	1799979
1	a0072C01	1681829	1848866
1	a0045M07	1695377	1810459
1	a0004I02	1695385	1848866
1	a0017B08	1695385	1780303
1	a0063I21	1695385	1847056
1	a0069N10	1695385	1852589
1	a0019D09	1719007	1874769
1	b0022I09	1732315	1765058
1	a0068F21	1790546	1947374
1	a0047O06	1795695	1889105
1	a0010H08	1795702	1937842
1	a0036C08	1795702	1937842
1	b0092C14	1804421	1927156
1	b0111E09	1813648	1945547
1	a0048L02	1848861	2034368
1	a0046B03	1848867	2000428
1	a0003I09	1858443	2008784
1	a0057K18	1858500	2009066
1	b0015C03	1861052	1969690
1	a0025B18	1884951	1962763
1	b0108A10	1966021	2105589
1	b0017G05	1975569	2119820
1	b0118G08	1999857	2132009
1	b0062F24	2024346	2208755
1	a0065K05	2034377	2190822
1	a0075L11	2034377	2182707
1	a0030I24	2034383	2119645
1	a0074B21	2034700	2190490
1	a0054G21	2035180	2182707
1	a0047M08	2048765	2233242
1	a0009K24	2063412	2211147
1	b0084G04	2080806	2210187
1	a0058C01	2106070	2253138
1	b0079K07	2117454	2241234
1	b0109B03	2117454	2249989
1	a0060H05	2130748	2292986
1	a0021O04	2154616	2290258
1	b0013I14	2161224	2278998
1	b0121M13	2167839	2298309
1	b0079L02	2208757	2344752
1	a0023L16	2214361	2366424
1	a0063J07	2224197	2388424
1	a0061G09	2228196	2384935
1	a0064C11	2233244	2383385
1	a0075E09	2233298	2383385
1	a0015K07	2244736	2401795
1	a0019P07	2249515	2401855
1	b0108J15	2249996	2377923
1	a0068E14	2263999	2412160
1	b0018O08	2266301	2381926
1	b0012P23	2267163	2372769
1	b0120O15	2269502	2397679
1	a0057C18	2292995	2436785
1	a0032J18	2309367	2455605
1	a0024D10	2309978	2457164
1	a0073L24	2316497	2488272
1	a0034C08	2340266	2488272
1	a0049H15	2381482	2537170
1	b0020L08	2387949	2523313
1	b0015D07	2387955	2519685
1	b0012F17	2397674	2523312
1	a0072L19	2398753	2533997
1	b0050B15	2401945	2519685
1	a0007A20	2404240	2534004
1	b0044P13	2406320	2519678
1	a0009A16	2441699	2582981
1	a0028D16	2446819	2629671
1	a0023C14	2459909	2614941
1	a0044D22	2486355	2625210
1	a0016B10	2504977	2673960
1	a0050I18	2504977	2674206
1	a0039K03	2515339	2688135
1	b0098A22	2532005	2667496
1	a0049J04	2535545	2674206
1	a0057M22	2537181	2688226
1	b0022I18	2542178	2667543
1	b0044K15	2611028	2745674
1	a0065C23	2625462	2795290
1	b0079F04	2664222	2790290
1	a0056K12	2694199	2838886
1	a0005L07	2712279	2875884
1	b0085B18	2714645	2846138
1	a0018K01	2727023	2847645
1	a0001B07	2747701	2895726
1	a0073B01	2747701	2890294
1	a0064N11	2760079	2904864
1	b0019P13	2765838	2887553
1	a0062P11	2779528	2959508
1	b0044P03	2783542	2920101
1	b0025F12	2798209	2923538
1	a0024L22	2808529	2944552
1	a0025M10	2823162	2862054
1	a0006N03	2824338	3004804
1	a0028F17	2875885	3004804
1	b0118I14	2885480	3012530
1	b0040H01	2887779	3025149
1	b0012C02	2889746	3022443
1	a0017C04	2889799	3040011
1	a0033H13	2890244	3048666
1	a0042G06	2890303	3004804
1	a0051F10	2895836	3004804
1	a0065H04	2895836	3055761
1	a0053G14	2896346	3055762
1	a0046C18	2904282	3056664
1	a0049D09	2904282	3056663
1	a0063D20	2904282	3065865
1	a0064G05	2904282	3056657
1	a0038H05	2904865	3048659
1	b0012O04	2923630	3042733
1	a0014I02	2948237	3105503
1	a0001O24	2949793	3105935
1	a0053F20	2959520	3101911
1	a0067L02	2959520	3105503
1	b0051D10	2973976	3095060
1	b0122G13	2973995	3120042
1	a0051E17	3004887	3150141
1	a0060L07	3006180	3068028
1	b0011E18	3022522	3142372
1	b0002J03	3027218	3176877
1	b0058B12	3044057	3180116
1	b0118F12	3064495	3207887
1	b0036D04	3066887	3180677
1	b0012C07	3067345	3207881
1	b0092A02	3080612	3207887
1	a0004L12	3105939	3249052
1	a0067J18	3150149	3327136
1	b0088P23	3185369	3333128
1	b0118P20	3207882	3358751
1	b0044N09	3220632	3350227
1	b0121O11	3220632	3358766
1	b0027C05	3235396	3358767
1	b0095I21	3235396	3358761
1	a0001I05	3246649	3396410
1	a0035D22	3248127	3404475
1	a0049A12	3268121	3411725
1	a0002G06	3272133	3422831
1	a0029L17	3272440	3425159
1	a0063A17	3272440	3460820
1	a0068G16	3272440	3408285
1	a0053D17	3279382	3424540
1	a0028A11	3344551	3484087
1	a0010M06	3357964	3503571
1	a0006G06	3357972	3503561
1	a0057C14	3363595	3516190
1	a0074A09	3363595	3520205
1	b0012A21	3394966	3528005
1	a0041C20	3399821	3565757
